sentence,tags
"BI menginginkan mata-uang lokal itu berada dalam kisaran antara Rp 9.05 hingga Rp 9.075 per dolar AS , ucap -nya , pembelian rupiah , menurut dia , karena pelaku-pasar mengindahkan isu positif dengan membaik -nya dolar AS terhadap yen , setelah keluar -nya data AS mengenai pesanan barang yang tahan-lama .",NNP VB NN JJ PR VB IN NN IN SYM CD IN SYM CD IN NN NNP Z VB PRP Z NN NN Z IN PRP Z SC NN VB NN JJ IN VB PRP NN NNP IN NN Z SC VB PRP NN NNP IN NN NN SC JJ Z
"Saya yakin satu-satunya cara untuk maju di Iran ialah hubungan , kata ElBaradei . Kita harus menanam-modal pada perdamaian , kata -nya .",PRP JJ JJ NN IN VB IN NNP VB NN Z VB NNP Z PRP MD VB IN NN Z VB PRP Z
Sedangkan Anggaran Pendapatan dan Belanja Negara APBN 2007 sebesar Rp 763 triliun dengan alokasi untuk pemerintah-pusat dan daerah masing-masing Rp 504 dan Rp 259 triliun .,CC NN NN CC NN NN NN CD JJ SYM CD CD SC NN IN NN CC NN PRP SYM CD CC SYM CD CD Z
Komite tersebut menyeru pemerintah sebagai masalah mendesak agar mengeluarkan panduan baru kepada kepala-sekolah guna menjelaskan bahwa penskoran tak boleh digunakan untuk mencegah korban gangguan mengikuti pelajaran .,NN PR VB NN IN NN VB SC VB NN JJ IN NN SC VB SC NN NEG MD VB SC VB NN NN VB NN Z
"Menurut data Depkeu , net buy obligasi negara atau SUN oleh investor asing non residence pada saat ini mencapai Rp 20,3 triliun dari posisi awal 2006 Rp 4,2 triliun .",IN NN NNP Z FW FW NN NN CC NN IN NN JJ FW FW IN NN PR VB SYM CD CD IN NN NN CD SYM CD CD Z
"Dari 14 BUMN yang terdaftar di BEJ saat ini , dua diantaranya yaitu PT Indosat Tbk dan PT Bank Bukopin Tbk , kepemilikan saham pemerintah -nya minoritas .",IN CD NN SC VB IN NNP NN PR Z CD X SC NNP NNP NNP CC NNP NNP NNP NNP Z NN NN NN PRP NN Z
"Kalau nanti tidak diperlukan , ya tidak kita tarik , kata Kepala Badan Kebijakan Fiskal Depkeu , Anggito Abimanyu , di Jakarta , Senin .",SC NN NEG VB Z UH NEG PRP VB Z VB NNP NNP NNP NNP NNP Z NNP NNP Z IN NNP Z NNP Z
"Hingga April 2007 , Pemerintah Provinsi Lampung merupakan pemegang-saham utama dengan menguasai 49,9 persen , sementara sisa -nya 48,0 persen dimiliki oleh beberapa pemerintah kabupaten di Lampung dan Koperasi Karyawan 2,1 persen .",IN NNP CD Z NNP NNP NNP VB NN JJ SC VB CD CD Z SC NN PRP CD CD VB IN CD NN NN IN NNP CC NNP NN CD CD Z
"Sidang membahas realisasi APBN 2007 semester I dan APBN - P 2007 akan disampaikan kepada DPR dalam waktu dekat sesudah realisasi semester I berakhir pada akhir Juni / awal Juli , kata -nya .",NN VB NN NN CD NN OD CC NN Z NN CD MD VB IN NNP IN NN JJ SC NN NN OD VB IN NN NNP Z NN NNP Z VB PRP Z
""" Remaja sangat menyukai olahraga dan ada kaitan antara olahraga dan kemewahan , "" kata -nya .",Z NN RB VB NN CC VB NN IN NN CC NN Z Z VB PRP Z
"Meteri Pertahanan Ekuador Guadalupe Larriva bersama putri -nya dinyatakan tewas dalam tabrakan dua helikopter militer dekat sebuah pangkalan di pantai Pasifik Rabu malam , kata juru-bicara kepresidenan negara itu .",NNP NNP NNP NNP NNP IN NN PRP VB VB IN NN CD NN NN JJ NND NN IN NN NNP NNP NN Z VB NN NN NN PR Z
"Trauma akan pengalaman buruk masa Orde Baru , tentu masih sulit dilepaskan .",JJ MD NN JJ NN NNP NNP Z RB MD JJ VB Z
"Melalui cara ini proses bottom up yang melibatkan partisipasi masyarakat dalam berbagai aspek kehidupan , tentu -nya akan lebih mudah terealisasi .",VB NN PR NN FW FW SC VB NN NN IN CD NN NN Z RB PRP MD RB JJ VB Z
"Dengan demikian , anggapan bahwa , inflasi ringan dapat memberikan efek positif bagi perekonomian sesungguhnya tidak lah tepat .",SC PR Z NN SC Z NN JJ MD VB NN JJ IN NN RB NEG RP JJ Z
"Menurut dia , dengan masuknya dana investor asing ke instrumen BI , maka BI harus lebih aktif bermain di pasar menjaga volatilitas rupiah agar tidak bergerak dalam kisaran yang melebar .",IN PRP Z IN NN NN NN JJ IN NN NNP Z SC NNP MD RB JJ VB IN NN VB NN NN SC NEG VB IN NN SC VB Z
"Ia menyebutkan , pemerintah akan tetap menjaga agar defisit APBN tidak lebih dari 2,1 persen dari PDB meskipun dengan skenario harga minyak melonjak hingga 150 dolar AS per barel .",PRP VB Z NN MD RB VB SC NN NN NEG RB IN CD CD IN NN SC IN NN NN NN VB IN CD NN NNP IN NND Z
"Menjawab apakah India akan menunjukkan sikap fleksibilitas -nya atas sengketa Kashmir , juru-bicara tersebut mengatakan , perdana-menteri India dalam pernyataan -nya baru-baru-ini mengatakan menyambut baik adanya berbagai gagasan yang dilontarkan oleh Presiden Pervez Musharraf untuk gerakan ke arah dikeluarkan -nya satu resolusi tentang masalah-masalah penting .",VB WH NNP MD VB NN NN PRP IN NN NNP Z NN PR VB Z NN NNP IN NN PRP RB VB VB JJ NN CD NN SC VB IN NNP NNP NNP SC NN IN NN VB PRP CD NN IN NN JJ Z
"BI kemungkinan akan turun ke pasar apabila tekanan pasar makin menguat yang mendorong rupiah mendekati angka Rp 9.5 per dolar AS , ucap -nya .",NNP MD MD VB IN NN SC NN NN RB VB SC VB NN VB NN SYM CD IN NN NNP Z VB PRP Z
"Sebelum -nya Indonesia bekerja-sama dengan Pemerintah Jepang telah menyelenggarakan 2 kali workshop , yakni Workshop on Deposit Insurance System and Valuation serta Workshop on Deposit Insurance System masing-masing pada Januari dan Juli 2004 .",SC PRP NNP VB IN NNP NNP MD VB CD NN FW Z SC FW FW FW FW FW FW FW CC FW FW FW FW FW PRP IN NNP CC NNP CD Z
"Pemerintah menaikkan harga bahan-bakar minyak rata-rata sebesar 28,7 persen Jumat minggu lalu .",NN VB NN NN NN JJ JJ CD CD NNP NN CC Z
"Berdasarkan ketentuan perjanjian pembagian kekuasaan yang dicapai di Arab Saudi , Hamas akan memperoleh sembilan kursi kabinet ditambah pos perdana-menteri dan Fatah akan memperoleh enam kursi .",VB NN NN NN NN SC VB IN NNP NNP Z NNP MD VB CD NN NN VB NN NN CC NNP MD VB CD NN Z
"Aksi lepas rupiah , lanjut dia agak tertahan oleh masuknya investor asing yang bermain di pasar domestik menempatkan dana -nya di Sertifikat Bank Indonesia SBI , Surat Utang Negara SUN , dan Obligasi Ritel Indonesia ORI .",NN JJ NN Z VB PRP RB VB IN NN NN JJ SC VB IN NN JJ VB NN PRP IN NNP NNP NNP NNP Z NN NN NN NN Z CC NN NN NNP NN Z
"Ia mengatakan , sesuai Peraturan Menteri Keuangan No . 144 / PMK.08 / 2006 , dealer utama akan memperoleh beberapa keuntungan di pasar obligasi pemerintah seperti hak eksklusif untuk mengikuti lelang Surat Utang Negara SUN di pasar perdana dan lelang pembelian kembali Obligasi Negara buy back and debt switch .",PRP VB Z JJ NNP NNP NNP NNP Z CD Z NNP Z CD Z FW JJ MD VB CD NN IN NN NN NN IN NN JJ SC VB NN NNP NNP NNP NNP IN NN OD CC NN NN VB NNP NNP FW FW FW FW FW Z
"Sebagaimana yang dapat kita lihat pada gambar 1 di atas , puncak atau akar dari segala permasalahan moneter adalah rupiah itu sendiri dan sistem perbankan yang berlaku serta sistem nilai-tukar mengambang .",SC SC MD PRP VB IN NN CD IN NN Z NN CC NN IN CD NN JJ VB NN PR NN CC NN NN SC VB CC NN NN VB Z
"Ia mengatakan dengan kondisi kredit bermasalah NPL yang telah mencapai di-bawah 5 persen di semester kedua , maka pertumbuhan akan mencapai 18 persen dan pada bulan Juli mendatang .",PRP VB IN NN NN VB FW SC MD VB VB CD CD IN NN OD Z SC NN MD VB CD CD CC IN NN NNP VB Z
"Untuk mengubah itu , lanjut -nya , BI akan mengubah perilaku bahwa dalam jangka-panjang tingkat inflasi bisa satu digit atau lebih rendah .",SC VB PR Z VB PRP Z NNP MD VB NN SC IN NN NN NN MD CD NN CC RB JJ Z
"Dari total nilai penjualan tersebut , 90,9 persen atau Rp 3.706,2 miliar merupakan pendapatan dari penjualan logam timah , sedangkan 9,1 persen sisa -nya merupakan kontribusi dari penjualan batu-bara sebesar Rp 351,5 miliar , jasa keteknikan sebesar Rp 13,7 miliar , jasa pengedokan dan galangan kapal Rp 6,1 miliar , dan jasa eksplorasi Rp 1,0 miliar .",IN NN NN NN PR Z CD CD CC SYM CD CD VB NN IN NN NN NN Z CC CD CD NN PRP VB NN IN NN NN JJ SYM CD CD Z NN X JJ SYM CD CD Z NN NN CC NN NN SYM CD CD Z CC NN NN SYM CD CD Z
"Perolehan laba-bersih PT Bank Mandiri Tbk sampai akhir September 2007 sebesar Rp 3,2 triliun atau naik 165,7 persen dibandingkan periode sama sebelum -nya , sedangkan pendapatan bunga bersih naik 29,5 persen menjadi Rp 9,7 triliun .",NN NN NNP NNP NNP NNP IN NN NNP CD JJ SYM CD CD CC VB CD CD VB NN JJ SC PRP Z CC NN NN JJ VB CD CD VB SYM CD CD Z
Baik CBA dan Astra melihat bahwa kerja-sama patungan antara Astra dan CBA telah mencapai tingkat ' maturity ' .,CC NNP CC NNP VB SC NN VB IN NNP CC NNP MD VB NN Z FW Z Z
Mukherjee adalah seorang pemimpin veteran kongres dari negara-bagian Benggala Barat yang menjabat posisi menteri sejak 1970an .,NNP VB NND NN NN NN IN NNP NNP NNP SC VB NN NN IN CD Z
"CAR rasio kecukupan modal-tetap baik , rencana bank-bank memenuhi target API arsitektur perbankan Indonesia semua sudah akan tercapai , kemudian kemampuan manajemen-risiko perbankan juga lebih baik , kata -nya .",FW NN NN NN JJ Z NN NN VB NN NNP NN NN NNP CD MD MD VB Z CC NN NN NN RB RB JJ Z VB PRP Z
Anindya mengatakan pinjaman tersebut mempunyai jangka waktu 5 tahun dengan 2 tahun sebagai masa-tenggang grace period .,NNP VB NN PR VB NN NN CD NN IN CD NN IN NN FW FW Z
"Tahun lalu 228.648 kecelakaan terjadi di Rusia , menewaskan 32.621 orang dan mencederai 284.811 orang , kata Chekalin , seperti dikutip Kantor Berita Interfax .",NN CC CD NN VB IN NNP Z VB CD NN CC VB CD NN Z VB NNP Z IN VB NNP NNP NNP Z
"BOJ akan menaikkan suku bunga untuk memicu yen terus menguat , karena posisi -nya saat ini masih jauh di atas level 110 yen dan The Fed juga melakukan hal yang sama untuk menekan inflasi yang cenderung meningkat , kata -nya .",NNP MD VB NN NN SC VB NN RB VB Z SC NN PRP NN PR MD JJ IN NN NN CD NN CC NNP NNP RB VB NN SC JJ SC VB NN SC JJ VB Z VB PRP Z
"Kemudian Bank Permata bunga deposito rupiah untuk satu bulan hingga tiga bulan masing-masing turun 0,50 persen menjadi 6,50 persen dari 7,00 persen .",CC NNP NNP NN NN NN SC CD NN IN CD NN PRP VB CD CD VB CD CD IN CD CD Z
"Defisit yang mencapai sekitar 1,4 miliar dolar AS itu sebagian disebabkan oleh menurun -nya arus masuk modal portofolio asing .",NN SC VB IN CD CD NN NNP PR CD VB IN VB PRP NN VB NN NN JJ Z
"Kontak langsung juga akan membantu kedua negara dalam mengurangi ketegangan-ketegangan di Laut Kuning , di-mana belasan kapal China memergoki kapal-kapal nelayan ilegal setiap hari , kata mereka .",NN RB RB MD VB CD NN IN VB NN IN NNP NNP Z SC CD NN NNP VB NN NN JJ CD NN Z VB PRP Z
Ia ditangkap di Pakistan setelah serangan teroris 11 September 2001 di AS dan kemudian diterbangkan ke Guantanamo - namun dia dibebaskan setelah para penyelidik tidak menemukan bukti tentang keterlibatan ia dengan kelompok Islam garis-keras .,PRP VB IN NNP SC NN NN CD NNP CD IN NNP CC CC VB IN NNP Z CC PRP VB SC DT NN NEG VB NN IN NN PRP IN NN NNP NN Z
"Jihad Islam menanggapi dengan menembakkan lima roket ke Israel dari Jalur Gaza , tapi hanya menimbulkan kerusakan kecil pada pagar pertahanan di gurun Negev , kata radio militer .",NNP NNP VB SC VB CD NN IN NNP IN NNP NNP Z CC RB VB NN JJ IN NN NN IN NNP NNP Z VB NN NN Z
"Bahkan pemerintah mencari pinjaman dari luar-negeri untuk menutupi defisit tersebut serta berencana menaikkan BBM sebesar 30 persen , ucap -nya .",RB NN VB NN IN NN SC VB NN PR CC VB VB NN JJ CD CD Z VB PRP Z
"Sementara Indeks LQ45 turun 5,411 poin atau 1,48 persen ke posisi 361,396 .",SC NNP NNP VB CD NN CC CD CD IN NN CD Z
Salah-satu tujuan utama dari proses pembangunan yang dilaksanakan oleh bangsa Indonesia adalah meningkatkan kesejahteraan masyarakat baik materiil maupun spiritual secara adil dan merata .,CD NN JJ IN NN NN SC VB IN NN NNP VB VB NN NN CC JJ CC JJ IN JJ CC VB Z
"NPA mengatakan , 819 tertuduh pelaku kejahatan meninggalkan Jepang pada akhir 2005 .",NNP VB Z CD VB NN NN VB NNP IN NN CD Z
Mungkin nanti baru terlihat dampak itu - red pada triwulan II nanti .,MD NN MD VB NN PR Z NN IN NN OD NN Z
"Pertumbuhan sebesar 5,97 persen cukup bagus ,",NN JJ CD CD RB JJ Z
Saat ini BI tengah mendorong perbankan syariah melalui kebijakan akselerasi perbankan syariah agar mampu memperoleh lima persen pangsa-pasar perbankan nasional pada tahun 2008 .,NN PR NNP MD VB NN X IN NN NN NN X SC JJ VB CD CD NN NN JJ IN NN CD Z
"Jika Indonesia pergi ke pasar Internasional , bunga -nya 100 - 200 basis poin di atas LIBOR .",SC NNP VB IN NN JJ Z NN PRP CD Z CD NN NN IN NN X Z
"Aliansi strategis dengan BHP Billiton ini juga diharapkan akan mengurangi risiko serta biaya pengembangan deposit mineral , kata -nya .",NN JJ IN NNP NNP PR RB VB MD VB NN CC NN NN NN NN Z VB PRP Z
Hal ini memberikan kesempatan konglomerat yang bermental perampok pun dapat duduk sebagai komisaris dan direktur bank .,NN PR VB NN NN SC VB NN RP MD VB IN NN CC NN NN Z
"Dengan kebutuhan investasi hingga Rp 1.165 triliun tersebut , maka peluang perbankan untuk membiayai semakin tinggi , demikian kata dia dalam acara pemberian penghargaan tokoh finansial 2007 oleh majalah Investor di Jakarta , Selasa malam .",IN NN NN IN SYM CD CD PR Z SC NN NN SC VB RB JJ Z PR VB PRP IN NN NN NN NN JJ CD IN NN NNP IN NNP Z NNP NN Z
"Menurut Menkeu , optimisme itu didasarkan oleh pencapaian laju pertumbuhan-ekonomi delapan triwulan terakhir yang telah mencapai di atas enam persen .",IN NNP Z NN PR VB IN NN NN NN CD NN OD SC MD VB IN NN CD CD Z
Dampak yang dirasakan dapat dilihat pada koreksi harga saham dan nilai-tukar uang yang cukup tajam di seluruh dunia termasuk Indonesia .,NN SC VB MD VB IN NN NN NN CC NN NN SC RB JJ IN CD NN VB NNP Z
Lebih jauh lagi hiperoksia terkait dengan peningkatan durasi apnea .,RB JJ RB X VB IN NN NN NN Z
Orang-orang itu bekerja untuk perusahaan Daewoo dan dikontrak untuk membuat pipa saluran minyak untuk perusahaan minyak besar Inggris - Belanda Shell .,NN PR VB IN NNP NNP CC VB SC VB NN NN NN IN NN NN JJ NNP Z NNP NNP Z
"Perdagangan saham sesi pagi di Bursa Efek Jakarta BEJ , Rabu , ditutup naik tajam sehingga Indeks Harga Saham Gabungan IHSG berhasil menembus level 2.1 untuk pertama kali -nya dalam sejarah pasar-modal Indonesia , yang didorong penguatan saham-saham unggulan .",NN NN NN NN IN NNP NNP NNP NNP Z NNP Z VB VB JJ SC NNP NNP NNP NNP NNP VB VB NN CD SC OD NN PRP IN NN NN NNP Z SC VB NN NN NN Z
Ia menyerukan rekonsiliasi dan telah memperoleh kepercayaan dari Gereja Katholik Roma dan sejumlah bekas musuh -nya di medan-perang .,PRP VB NN CC MD VB NN IN NNP NNP NNP CC CD NN NN PRP IN NN Z
"EPA sendiri tidak hanya menyangkut sektor perdagangan dan investasi , namun juga meliputi sektor kerja-sama cooperation .",NNP PRP NEG RB VB NN NN CC NN Z CC RB VB NN NN FW Z
"Pegawai negeri tersebut , banyak di antara mereka guru , dua pekan lalu menolak tawaran pemerintah bagi kenaikan gaji sebesar 260 persen .",NN NN PR Z CD IN NN PRP NN Z CD NN CC VB NN NN IN NN NN JJ CD CD Z
"Yang kami perlukan ialah pembebasan negara , setidaknya sampai kemarin , kata -nya .",SC PRP VB VB NN NN Z RB IN NN Z VB PRP Z
Kelompok-kelompok kriminal dan pihak lain juga terlibat dalam penculikan-penculikan .,NN NN CC NN JJ RB VB IN NN Z
"Rodney Lyle Petersen ( 30 ) mengaku bersalah di Pengadilan Daerah Victoria atas 50 pencurian , kata kantor-berita AAP .",NNP NNP NNP Z CD Z VB VB IN NNP NNP NNP IN CD NN Z VB NNP NNP Z
"Rupiah meski lambat , namun pasti akan mengarah ke sana karena terlihat dari posisi -nya yang terus mendekati angka Rp 9.3 per dolar AS , kata -nya .",NN SC JJ Z CC RB MD VB IN PR SC VB IN NN PRP SC RB VB NN SYM CD IN NN NNP Z VB PRP Z
Mereka dituduh bersekongkol dalam imigrasi ilegal dan memaksa puluhan wanita muda menjadi pelacur .,PRP VB VB IN NN JJ CC VB CD NN JJ VB NN Z
"Sementara untuk pendapatan ANTM selama semester I 2008 turun 7 persen menjadi Rp 5,57 triliun . Hal ini disebabkan turun -nya harga nikel meski ANTM membukukan peningkatan volume penjualan seiring dengan kenaikan produksi nikel dan emas .",SC IN NN NNP IN NN NNP CD VB CD CD VB SYM CD CD Z NN PR VB VB PRP NN NN SC NNP VB NN NN NN IN IN NN NN NN CC NN Z
"Terjadi tembak-menembak dan mereka menyerbu dengan dinamit , kata Han .",VB VB CC PRP VB IN NN Z VB NNP Z
"Giambastiani mengatakan ia telah berbicara dengan Letnan Jenderal David Petraeus , komandan pasukan AS di Irak , Rabu , dan ia menyampaikan bahwa pembunuhan sektarian berkurang .",NNP VB PRP MD VB SC NNP NNP NNP NNP Z NN NN NNP IN NNP Z NNP Z CC PRP VB SC NN JJ VB Z
Mantan Perdana Menteri Singapura Lee Kuan Yew menemui wakil presiden Jusuf Kalla guna membicarakan prospek perekonomian Indonesia serta perkembangan ekonomi dunia maupun kawasan yang terjadi saat ini .,NNP NNP NNP NNP NNP NNP NNP VB NNP NNP NNP NNP SC VB NN NN NNP CC NN NN NN CC NN SC VB NN PR Z
Kesepakatan juga menyerukan untuk membentuk kelompok kerja dalam rangka normalisasi hubungan AS dengan Korea Utara dalam tempo 30 hari .,NN RB VB SC VB NN NN IN NN NN NN NNP IN NNP NNP IN NN CD NN Z
"Paradoks -nya di sisi lain , sinyal akan diakui -nya keberadaan lembaga-keuangan mikro non formal juga membuat kegelisahan bagi pelaku -nya .",NN PRP IN NN JJ Z NN MD VB PRP NN NN JJ NEG JJ RB VB NN IN NN PRP Z
"Sedangkan untuk penerimaan dari sektor cukai , Herry menyatakan pihak -nya telah mencatat angka lebih dari Rp 10 triliun .",CC SC NN IN NN NN Z NNP VB NN PRP MD VB NN RB IN SYM CD CD Z
Satu perubahan melarang kegiatan politik yang berlandaskan agama .,CD NN VB NN NN SC VB NN Z
"Menurut dia , dengan menggunakan batu-bara , PKG bisa menghemat biaya Rp 100 miliar per tahun .",IN PRP Z SC VB NN Z NNP MD VB NN SYM CD CD IN NN Z
Tak ada laporan mengenai korban yang luka-parah .,NEG VB NN IN NN SC NN Z
"Yang cedera masih berdatangan , kata dokter di rumah-sakit Donka di Konakri itu , yang meminta nama -nya tidak disebutkan , kepada kantor-berita Inggris Reuters .",SC JJ MD VB Z VB NN IN NNP NNP IN NNP PR Z SC VB NN PRP NEG VB Z IN NNP NNP NNP Z
"Ia menyebutkan , pertumbuhan-ekonomi harus -nya lebih dari angka itu 5,97 persen agar dapat mendorong penciptaan lapangan-kerja dan mengurangi angka kemiskinan .",PRP VB Z NN MD PRP RB IN NN PR CD CD SC MD VB NN NN CC VB NN NN Z
"Penawaran umum saham tersebut mendorong naik -nya rasio CAR BNI ke 17,6 persen per akhir September 2007 Tier - 1 : 13 persen dari 15,3 persen per akhir 2006 . Namun , rasio CAR BNI masih di-bawah rata-rata bank sekelas sebesar 20 persen Tier - 1 : 15 persen .",NN JJ NN PR VB VB PRP NN FW NNP IN CD CD IN NN NNP CD FW Z CD Z CD CD IN CD CD IN NN CD Z CC Z NN FW NNP MD VB JJ NN NN JJ CD CD FW Z CD Z CD CD Z
"Euro turun menjadi 14,657 per dolar AS dari 14,796 dolar dan dolar terhadap yen di New York naik menjadi 105,49 yen dari 105,42 yen .",NN VB VB CD IN NN NNP IN CD NN CC NN IN NN IN NNP NNP VB VB CD NN IN CD NN Z
Cicilan Pokok dan Bunga utang luar-negeri Pemerintah dan Swasta,NN NN CC NN NN NN NN CC JJ
Perseroan mendapatkan fasilitas penambahan kredit dari Bank Mandiri menjadi Rp 200 miliar dari sebelum -nya Rp 140 - an miliar .,NN VB NN NN NN IN NNP NNP VB SYM CD CD IN SC PRP SYM CD Z X CD Z
Nilai tukar rupiah terhadap dolar AS naik menjadi Rp 9.155 / 9.157 per dolar AS dibanding penutupan hari sebelumnya Rp 9.159 / 9.172 atau naik empat poin .,NN VB NN IN NN NNP VB VB SYM CD Z CD IN NN NNP VB NN NN SC SYM CD Z CD CC VB CD NN Z
"Hal ini dapat dilihat dari indikator perbankan di antara -nya penyaluran kredit perbankan hingga saat ini pertumbuhan mencapai 24,3 persen YoY dan diperkirakan akhir tahun mencapai 25 persen .",NN PR MD VB IN NN NN IN NN PRP NN NN NN IN NN PR NN VB CD CD FW CC VB NN NN VB CD CD Z
"Konsensus mengamanatkan IMF dan WB memaksa semua negara menerapkan 3 strategi pokok globalisasi , yakni stabilitas makro , liberalisasi , dan privatisasi .",NN VB NNP CC NNP VB CD NN VB CD NN NN NN Z SC NN JJ Z NN Z CC NN Z
"Sidi Ould Cheikh Abdallahi saat ini memimpin dengan perolehan suara 53,5 persen dalam pemilihan presiden yang diikuti oleh 82 persen suara yang berhasil dihimpun dalam pemilihan presiden di Mauritania , kata sumber kementerian dalam-negeri Senin .",NNP NNP NNP NNP NN PR VB IN NN NN CD CD IN NN NN SC VB IN CD CD NN SC VB VB IN NN NN IN NNP Z VB NN NNP NNP NNP Z
"Melalui Linkage Program diharapkan BPR akan mendapatkan penguatan permodalan untuk mengembangkan usaha -nya membiayai UMK yang memiliki prospek usaha baik dan memiliki potensi untuk berkembang , tambah -nya .",IN FW FW VB NN MD VB NN NN SC VB NN PRP VB NN SC VB NN NN JJ CC VB NN SC VB Z VB PRP Z
Tabel di-bawah ini memperlihatkan peran strategis dari usaha mikro dalam mengurangi kemiskinan .,NN VB PR VB NN JJ IN NN JJ IN VB NN Z
"Volume transaksi saham sebanyak 3,1 miliar saham senilai Rp 2,8 triliun .",NN NN NN CD CD CD NN NN SYM CD CD Z
Singapura yang menawar Indosat melalui salah-satu sayap bisnis BUMN milik -nya .,NNP SC VB NNP VB CD NN NN NN NN PRP Z
"Asumsi pertumbuhan-ekonomi sebesar 6,2 persen di tahun 2009 cukup realistis",NN NN JJ CD CD IN NN CD RB JJ
Jadi dari sisi finansial saja pemerintah Indonesia sangat dirugikan .,VB IN NN JJ RB NN NNP RB VB Z
Ka'ban menyebutkan surat keputusan bersama SKB pembentukan BUPPH diharapkan sudah dapat diselesaikan paling lambat 2 Februari 2007 sehingga pada pertengahan Februari 2007 diharapkan sudah dapat mulai beroperasi .,NNP VB NN NN JJ NN NN NNP VB MD MD VB RB JJ CD NNP CD SC IN NN NNP CD VB MD MD MD VB Z
itu arti -nya bank harus mulai waspada mengenai pemberian kredit -nya tetap hati-hati,PR NN PRP NN MD VB JJ IN NN NN PRP RB JJ
"Banyak bank yang telah melakukan -nya , dan pemerintah juga telah meluncurkan program Kredit Usaha Rakyat KUR yang diharapkan bisa mencapai Rp 14 - 15 triliun pada tahun ini .",CD NN SC MD VB PRP Z CC NN RB MD VB NN NN NN NN NN SC VB MD VB SYM CD Z CD CD IN NN PR Z
"Agus mengatakan , kebutuhan belanja modal per tahun -nya sekitar 100 - 115 juta dolar AS .",NNP VB Z NN NN NN IN NN PRP IN CD Z CD CD NN NNP Z
"Tidak ada tebusan yang dibayar dalam pembebasan tersebut , kata Welson Ekiyor kepada AFP .",NEG VB NN SC VB IN NN PR Z VB NNP NNP IN NNP Z
"BI rate memang harus dinaikkan sedikit untuk meredam inflasi dan juga agar menarik untuk investor asing , kata Ketua Umum Kadin , MS Hidayat di sela Musyawarah Rencana Pembangunan Nasional Musrenbang tahun 2008 di Jakarta , Selasa .",NNP FW RB MD VB CD SC VB NN CC RB SC VB IN NN JJ Z VB NNP NNP NNP Z NNP NNP IN NN NNP NNP NNP NNP NNP NN CD IN NNP Z NNP Z
"Laporan keuangan tengah-tahunan perseroan yang dipublikasikan di Jakarta , Kamis , memperlihatkan perolehan laba-bersih tersebut melonjak lebih dari tiga kali lipat dibanding periode sama tahun lalu 21,19 miliar dolar AS .",NN NN NN NN SC VB IN NNP Z NNP Z VB NN NN PR VB RB IN CD NND VB VB NN JJ NN CC CD CD NN NNP Z
"Rabobank salah-satu yang berminat , namun dia belum mengarah ke prosentase kepemilikan yang akan dibeli , tapi masih melihat atas kebijakan ' single present policy ' kebijakan kepemilikan satu bank , kata Glen , seusai acara buka puasa bersama di Jakarta .",NNP CD SC VB Z CC PRP NEG VB IN X NN SC MD VB Z CC MD VB IN NN Z FW FW FW Z NN NN CD NN Z VB NNP Z SC NN VB NN VB IN NNP Z
Transaksi ini akan menghasilkan dana sebesar 360 juta dolar AS dalam bentuk penerbitan saham baru EMPI .,NN PR MD VB NN JJ CD CD NN NNP IN NN NN NN JJ NNP Z
"Direktur Micro & Retail Banking BMRI Budi Gunardi , dalam keterangan pers , Jumat , mengatakan dana akan digunakan untuk perkebunan kelapa-sawit rakyat seluas 321.268 hektar yang akan disalurkan secara bertahap sesuai kebutuhan penanam dan pemeliharaan tanaman .",NNP NNP NNP NNP NNP NNP NNP NNP Z IN NN NN Z NNP Z VB NN MD VB SC NN NN NN JJ CD NND SC MD VB IN VB JJ NN NN CC NN NN Z
"Hugh dan jemima telah memutuskan untuk berpisah secara damai , kata manager Hugh Grant , Robert Garlock dalam situs itu .",NNP CC NNP MD VB IN VB IN JJ Z VB NNP NNP NNP Z NNP NNP IN NN PR Z
"Euro dikutip pada 13,593 - 3594 dolar dan 162,51 - 56 yen terhadap Kamis pukul 17 yang dikutip pada 13,596 - 3606 dolar dan 162,55 - 65 yen di New York serta 13,638 - 3641 dolar dan 162,21 - 25 yen di Tokyo .",NN VB IN CD Z CD NN CC CD Z CD NN IN NNP NN CD SC VB IN CD Z CD NN CC CD Z CD NN IN NNP NNP CC CD Z CD NN CC CD Z CD NN IN NNP Z
"Lima orang petugas polisi meninggal dan tiga orang yang lain terluka dalam sebuah baku-tembak dengan pria-pria bersenjata di distrik Mosul bagian selatan , sebuah kota di-mana gerilyawan Sunni membangun sebuah markas , kata Wali-kota Mohammed Ahmed .",CD NND NN NN VB CC CD NN SC JJ VB IN NND NN IN NN VB IN NNP NNP NN NN Z NND NN SC NN NNP VB NND NN Z VB NNP NNP NNP Z
"Setiap pagi , ketika orang lain masih nyenyak tidur , pada jam 2 sampai 4 , dengan ditemani suami -nya dia belanja sayur-mayur di pasar Parung .",CD NN Z SC NN JJ MD JJ VB Z IN NN CD IN CD Z SC VB NN PRP PRP NN NN IN NNP NNP Z
"Pemungutan suara kedua dijadwalkan berlangsung Jumat di Majelis Rendah Parlemen , tempat Prodi diduga akan memperoleh mayoritas lebih besar lagi .",NN NN CD VB VB NNP IN NNP NNP NNP Z NN NNP VB MD VB CD RB JJ RB Z
